transaction_id,customer_id,category_id,transaction_date,amount,currency,merchant,channel,amount_gbp,year,month,month_name,quarter,day_of_week
TXN0008718,CUST00164,CAT07,2026-02-18,36.12,GBP,Apple,Mobile App,36.12,2026,2,February,1,Wednesday
TXN0000056,CUST00034,CAT06,2025-09-16,92.34,GBP,TfL,Online Banking,92.34,2025,9,September,3,Tuesday
TXN0000639,CUST00231,CAT06,2025-09-21,28.39,GBP,Shell,Mobile App,28.39,2025,9,September,3,Sunday
TXN0000303,CUST00009,CAT02,2026-03-15,148.94,GBP,EDF Energy,Online Banking,148.94,2026,3,March,1,Sunday
TXN0010959,CUST00413,CAT10,2025-07-05,280.75,GBP,Misc,Branch,280.75,2025,7,July,3,Saturday
TXN0005812,CUST00037,CAT04,2025-03-16,59.24,GBP,Spotify,Mobile App,59.24,2025,3,March,1,Sunday
TXN0001277,CUST00450,CAT02,2025-07-14,83.25,GBP,British Gas,Mobile App,83.25,2025,7,July,3,Monday
TXN0004433,CUST00473,CAT07,2026-04-04,26.38,GBP,LinkedIn Premium,Card Payment,26.38,2026,4,April,2,Saturday
TXN0003645,CUST00272,CAT06,2025-11-29,76.54,GBP,National Rail,Card Payment,76.54,2025,11,November,4,Saturday
TXN0004144,CUST00324,CAT06,2025-04-13,83.49,GBP,TfL,Online Banking,83.49,2025,4,April,2,Sunday
TXN0002879,CUST00450,CAT01,2025-01-09,72.98,GBP,ASDA,Branch,72.98,2025,1,January,1,Thursday
TXN0006494,CUST00013,CAT08,2025-02-11,94.9,GBP,Argos,Mobile App,94.9,2025,2,February,1,Tuesday
TXN0010479,CUST00342,CAT10,2025-09-24,246.19,GBP,Cash Withdrawal,Mobile App,246.19,2025,9,September,3,Wednesday
TXN0010454,CUST00132,CAT03,2025-12-21,72.72,GBP,Nando's,Online Banking,72.72,2025,12,December,4,Sunday
TXN0005241,CUST00035,CAT10,2025-03-29,489.62,GBP,Bank Transfer,Mobile App,489.62,2025,3,March,1,Saturday
TXN0011623,CUST00444,CAT09,2026-03-24,14.45,GBP,Specsavers,Online Banking,14.45,2026,3,March,1,Tuesday
TXN0010489,CUST00118,CAT05,2026-01-29,513.27,GBP,Airbnb,Mobile App,513.27,2026,1,January,1,Thursday
TXN0006938,CUST00492,CAT02,2026-03-17,198.59,GBP,EDF Energy,Card Payment,198.59,2026,3,March,1,Tuesday
TXN0007241,CUST00327,CAT06,2026-01-09,82.3,USD,Uber,Card Payment,94.09,2026,1,January,1,Friday
TXN0009946,CUST00014,CAT05,2025-05-08,225.2,GBP,Trainline,Branch,225.2,2025,5,May,2,Thursday
TXN0010161,CUST00161,CAT08,2025-10-08,225.88,USD,IKEA,Online Banking,258.25,2025,10,October,4,Wednesday
TXN0002594,CUST00437,CAT01,2025-10-04,64.82,GBP,Sainsbury's,Mobile App,64.82,2025,10,October,4,Saturday
TXN0011310,CUST00012,CAT02,2026-01-03,44.94,GBP,British Gas,Mobile App,44.94,2026,1,January,1,Saturday
TXN0000524,CUST00096,CAT03,2025-10-13,68.16,GBP,Costa Coffee,Mobile App,68.16,2025,10,October,4,Monday
TXN0006377,CUST00375,CAT07,2025-10-05,38.36,GBP,Apple,Card Payment,38.36,2025,10,October,4,Sunday
TXN0006982,CUST00278,CAT09,2025-10-20,82.81,GBP,Bupa,Mobile App,82.81,2025,10,October,4,Monday
TXN0006678,CUST00016,CAT04,2025-07-22,18.93,GBP,Disney+,Mobile App,18.93,2025,7,July,3,Tuesday
TXN0003901,CUST00239,CAT09,2025-01-06,67.54,GBP,Boots,Mobile App,67.54,2025,1,January,1,Monday
TXN0011910,CUST00253,CAT02,2025-04-24,32.43,GBP,Virgin Media,Mobile App,32.43,2025,4,April,2,Thursday
TXN0005586,CUST00175,CAT09,2025-03-08,12.99,GBP,Specsavers,Mobile App,12.99,2025,3,March,1,Saturday
TXN0011567,CUST00298,CAT09,2026-05-14,5.57,GBP,Specsavers,Mobile App,5.57,2026,5,May,2,Thursday
TXN0007957,CUST00244,CAT06,2026-06-04,67.6,GBP,BP,Card Payment,67.6,2026,6,June,2,Thursday
TXN0007571,CUST00104,CAT04,2025-06-23,25.19,GBP,Netflix,Online Banking,25.19,2025,6,June,2,Monday
TXN0011315,CUST00157,CAT08,2025-03-22,378.49,GBP,Argos,Card Payment,378.49,2025,3,March,1,Saturday
TXN0006778,CUST00446,CAT10,2026-01-25,229.44,GBP,Cash Withdrawal,Mobile App,229.44,2026,1,January,1,Sunday
TXN0010162,CUST00454,CAT03,2025-03-11,51.21,GBP,Just Eat,Card Payment,51.21,2025,3,March,1,Tuesday
TXN0000672,CUST00029,CAT05,2025-07-16,720.51,GBP,Booking.com,Mobile App,720.51,2025,7,July,3,Wednesday
TXN0004189,CUST00469,CAT04,2025-02-02,43.14,GBP,Spotify,Mobile App,43.14,2025,2,February,1,Sunday
TXN0000667,CUST00359,CAT10,2025-02-20,126.75,GBP,Fee,Mobile App,126.75,2025,2,February,1,Thursday
TXN0003267,CUST00063,CAT04,2025-06-07,31.08,GBP,Disney+,Branch,31.08,2025,6,June,2,Saturday
TXN0001888,CUST00482,CAT01,2026-06-24,33.37,GBP,Tesco,Card Payment,33.37,2026,6,June,2,Wednesday
TXN0008473,CUST00317,CAT01,2026-06-13,56.01,GBP,ASDA,ATM,56.01,2026,6,June,2,Saturday
TXN0009912,CUST00365,CAT01,2025-06-12,109.44,GBP,Aldi,Online Banking,109.44,2025,6,June,2,Thursday
TXN0011140,CUST00405,CAT08,2025-06-02,394.53,USD,ASOS,Card Payment,451.07,2025,6,June,2,Monday
TXN0009092,CUST00284,CAT01,2025-02-14,13.17,GBP,Waitrose,Card Payment,13.17,2025,2,February,1,Friday
TXN0007688,CUST00092,CAT07,2025-07-19,19.03,GBP,LinkedIn Premium,ATM,19.03,2025,7,July,3,Saturday
TXN0006032,CUST00231,CAT02,2025-01-27,108.33,GBP,Virgin Media,Branch,108.33,2025,1,January,1,Monday
TXN0006091,CUST00242,CAT01,2025-09-13,53.18,GBP,Tesco,Mobile App,53.18,2025,9,September,3,Saturday
TXN0006239,CUST00467,CAT03,2026-04-30,70.01,GBP,Nando's,Mobile App,70.01,2026,4,April,2,Thursday
TXN0007351,CUST00425,CAT05,2025-11-02,283.58,GBP,Booking.com,Card Payment,283.58,2025,11,November,4,Sunday
TXN0000761,CUST00266,CAT09,2026-02-01,26.99,GBP,Local Pharmacy,Card Payment,26.99,2026,2,February,1,Sunday
TXN0006255,CUST00481,CAT03,2025-09-06,35.02,GBP,Pret A Manger,Online Banking,35.02,2025,9,September,3,Saturday
TXN0001907,CUST00472,CAT02,2025-01-14,240.78,GBP,EE,ATM,240.78,2025,1,January,1,Tuesday
TXN0003819,CUST00030,CAT09,2026-01-03,124.0,GBP,Bupa,Branch,124.0,2026,1,January,1,Saturday
TXN0006270,CUST00112,CAT04,2026-03-28,40.1,GBP,Disney+,Mobile App,40.1,2026,3,March,1,Saturday
TXN0004301,CUST00369,CAT02,2025-10-10,47.74,GBP,EE,Online Banking,47.74,2025,10,October,4,Friday
TXN0005570,CUST00295,CAT06,2026-05-03,97.5,GBP,Shell,Mobile App,97.5,2026,5,May,2,Sunday
TXN0010786,CUST00402,CAT03,2025-12-06,11.38,GBP,Deliveroo,Mobile App,11.38,2025,12,December,4,Saturday
TXN0005972,CUST00327,CAT08,2025-09-28,88.36,GBP,Argos,Mobile App,88.36,2025,9,September,3,Sunday
TXN0003580,CUST00074,CAT05,2026-05-02,409.28,GBP,easyJet,Card Payment,409.28,2026,5,May,2,Saturday
TXN0002833,CUST00350,CAT04,2025-01-31,11.52,GBP,Spotify,Mobile App,11.52,2025,1,January,1,Friday
TXN0005450,CUST00096,CAT08,2025-01-30,59.0,GBP,John Lewis,Online Banking,59.0,2025,1,January,1,Thursday
TXN0003473,CUST00025,CAT04,2025-09-16,38.53,GBP,Spotify,Card Payment,38.53,2025,9,September,3,Tuesday
TXN0006328,CUST00402,CAT05,2026-05-15,344.7,GBP,easyJet,Mobile App,344.7,2026,5,May,2,Friday
TXN0007044,CUST00370,CAT10,2026-04-30,79.55,GBP,Direct Debit,Card Payment,79.55,2026,4,April,2,Thursday
TXN0004893,CUST00051,CAT07,2026-06-28,32.44,GBP,The Times,Mobile App,32.44,2026,6,June,2,Sunday
TXN0002181,CUST00051,CAT05,2025-09-17,265.09,GBP,Booking.com,Card Payment,265.09,2025,9,September,3,Wednesday
TXN0010321,CUST00392,CAT06,2026-05-04,56.18,GBP,Shell,Mobile App,56.18,2026,5,May,2,Monday
TXN0007731,CUST00142,CAT01,2025-10-28,65.66,GBP,Aldi,Mobile App,65.66,2025,10,October,4,Tuesday
TXN0003178,CUST00113,CAT04,2025-01-16,53.49,GBP,Spotify,Mobile App,53.49,2025,1,January,1,Thursday
TXN0004855,CUST00473,CAT05,2025-08-09,513.31,GBP,Trainline,Mobile App,513.31,2025,8,August,3,Saturday
TXN0004638,CUST00081,CAT05,2025-03-31,539.98,GBP,Booking.com,Mobile App,539.98,2025,3,March,1,Monday
TXN0005116,CUST00258,CAT01,2025-01-17,77.54,GBP,Waitrose,Mobile App,77.54,2025,1,January,1,Friday
TXN0011491,CUST00056,CAT02,2026-05-20,236.87,GBP,British Gas,ATM,236.87,2026,5,May,2,Wednesday
TXN0007649,CUST00217,CAT06,2025-02-21,33.32,GBP,National Rail,Mobile App,33.32,2025,2,February,1,Friday
TXN0004262,CUST00204,CAT03,2025-06-18,71.25,GBP,Nando's,Branch,71.25,2025,6,June,2,Wednesday
TXN0010210,CUST00401,CAT01,2026-04-15,77.38,GBP,ASDA,Online Banking,77.38,2026,4,April,2,Wednesday
TXN0010675,CUST00426,CAT04,2026-01-18,5.77,GBP,Disney+,Mobile App,5.77,2026,1,January,1,Sunday
TXN0007003,CUST00264,CAT08,2026-05-11,334.19,GBP,John Lewis,Mobile App,334.19,2026,5,May,2,Monday
TXN0009551,CUST00198,CAT10,2025-04-02,62.26,GBP,Misc,Mobile App,62.26,2025,4,April,2,Wednesday
TXN0006942,CUST00300,CAT06,2025-01-05,86.98,GBP,National Rail,Mobile App,86.98,2025,1,January,1,Sunday
TXN0008018,CUST00409,CAT01,2025-02-01,76.04,GBP,Sainsbury's,Online Banking,76.04,2025,2,February,1,Saturday
TXN0006242,CUST00219,CAT05,2026-06-29,103.03,GBP,British Airways,Mobile App,103.03,2026,6,June,2,Monday
TXN0009522,CUST00123,CAT08,2025-02-22,248.05,GBP,IKEA,Online Banking,248.05,2025,2,February,1,Saturday
TXN0006882,CUST00142,CAT08,2025-09-07,90.3,GBP,ASOS,Online Banking,90.3,2025,9,September,3,Sunday
TXN0010343,CUST00002,CAT03,2025-06-15,15.65,GBP,Costa Coffee,Card Payment,15.65,2025,6,June,2,Sunday
TXN0004531,CUST00013,CAT06,2025-10-11,28.34,GBP,BP,Card Payment,28.34,2025,10,October,4,Saturday
TXN0010315,CUST00185,CAT06,2026-04-30,71.51,GBP,National Rail,Card Payment,71.51,2026,4,April,2,Thursday
TXN0004674,CUST00500,CAT01,2025-06-24,17.95,GBP,Sainsbury's,Mobile App,17.95,2025,6,June,2,Tuesday
TXN0006997,CUST00415,CAT03,2025-05-07,55.03,GBP,Deliveroo,Mobile App,55.03,2025,5,May,2,Wednesday
TXN0001253,CUST00443,CAT10,2026-03-15,63.07,GBP,Misc,Mobile App,63.07,2026,3,March,1,Sunday
TXN0011471,CUST00167,CAT04,2025-11-03,8.22,GBP,Disney+,Card Payment,8.22,2025,11,November,4,Monday
TXN0003375,CUST00093,CAT03,2025-12-18,66.12,GBP,Nando's,Online Banking,66.12,2025,12,December,4,Thursday
TXN0002815,CUST00093,CAT04,2026-02-07,36.08,GBP,Spotify,Mobile App,36.08,2026,2,February,1,Saturday
TXN0004720,CUST00461,CAT06,2025-05-14,92.23,GBP,BP,Mobile App,92.23,2025,5,May,2,Wednesday
TXN0006545,CUST00246,CAT10,2025-02-19,249.94,GBP,Bank Transfer,Card Payment,249.94,2025,2,February,1,Wednesday
TXN0010041,CUST00330,CAT01,2025-08-17,111.02,GBP,Tesco,Mobile App,111.02,2025,8,August,3,Sunday
TXN0004859,CUST00466,CAT05,2025-12-08,736.59,GBP,easyJet,Mobile App,736.59,2025,12,December,4,Monday
TXN0007902,CUST00458,CAT08,2025-06-03,96.25,GBP,Argos,Online Banking,96.25,2025,6,June,2,Tuesday
TXN0011230,CUST00469,CAT01,2025-06-03,55.62,GBP,Waitrose,Online Banking,55.62,2025,6,June,2,Tuesday
TXN0008581,CUST00457,CAT08,2025-07-29,115.29,GBP,ASOS,Mobile App,115.29,2025,7,July,3,Tuesday
TXN0008428,CUST00499,CAT02,2025-01-24,246.89,GBP,EE,Online Banking,246.89,2025,1,January,1,Friday
TXN0001078,CUST00449,CAT07,2025-08-23,35.58,GBP,LinkedIn Premium,Mobile App,35.58,2025,8,August,3,Saturday
TXN0010177,CUST00231,CAT09,2026-01-23,115.58,GBP,Superdrug,Mobile App,115.58,2026,1,January,1,Friday
TXN0004364,CUST00109,CAT06,2025-03-28,53.29,GBP,National Rail,Mobile App,53.29,2025,3,March,1,Friday
TXN0000771,CUST00290,CAT03,2025-02-22,13.3,GBP,Just Eat,Card Payment,13.3,2025,2,February,1,Saturday
TXN0010358,CUST00202,CAT01,2026-02-28,48.35,GBP,Sainsbury's,Card Payment,48.35,2026,2,February,1,Saturday
TXN0008866,CUST00348,CAT05,2025-11-14,565.33,GBP,Airbnb,Card Payment,565.33,2025,11,November,4,Friday
TXN0000250,CUST00154,CAT06,2025-11-18,85.59,GBP,National Rail,Card Payment,85.59,2025,11,November,4,Tuesday
TXN0009767,CUST00153,CAT03,2026-03-16,52.55,GBP,Pret A Manger,Card Payment,52.55,2026,3,March,1,Monday
TXN0007240,CUST00431,CAT06,2025-08-27,44.54,GBP,BP,Card Payment,44.54,2025,8,August,3,Wednesday
TXN0003420,CUST00302,CAT10,2026-06-24,12.12,GBP,Misc,Card Payment,12.12,2026,6,June,2,Wednesday
TXN0010274,CUST00312,CAT04,2026-06-04,9.87,GBP,Cineworld,Mobile App,9.87,2026,6,June,2,Thursday
TXN0010016,CUST00085,CAT08,2025-04-08,15.49,GBP,Argos,Mobile App,15.49,2025,4,April,2,Tuesday
TXN0004977,CUST00419,CAT10,2025-05-01,66.11,GBP,Direct Debit,Card Payment,66.11,2025,5,May,2,Thursday
TXN0004545,CUST00306,CAT03,2025-01-09,35.02,GBP,Costa Coffee,Mobile App,35.02,2025,1,January,1,Thursday
TXN0007940,CUST00495,CAT03,2025-10-08,40.65,GBP,Pret A Manger,Branch,40.65,2025,10,October,4,Wednesday
TXN0000717,CUST00325,CAT07,2025-06-03,42.38,GBP,Amazon Prime,Mobile App,42.38,2025,6,June,2,Tuesday
TXN0011933,CUST00306,CAT06,2025-04-21,9.59,GBP,TfL,Online Banking,9.59,2025,4,April,2,Monday
TXN0002049,CUST00076,CAT09,2026-01-07,83.81,GBP,Bupa,Mobile App,83.81,2026,1,January,1,Wednesday
TXN0005998,CUST00215,CAT03,2025-06-03,62.39,GBP,Nando's,Online Banking,62.39,2025,6,June,2,Tuesday
TXN0006601,CUST00462,CAT06,2025-08-12,54.28,GBP,National Rail,Card Payment,54.28,2025,8,August,3,Tuesday
TXN0007246,CUST00151,CAT10,2026-04-02,28.3,GBP,Bank Transfer,Card Payment,28.3,2026,4,April,2,Thursday
TXN0004179,CUST00460,CAT03,2025-03-15,29.52,GBP,Deliveroo,Online Banking,29.52,2025,3,March,1,Saturday
TXN0004810,CUST00131,CAT04,2025-12-25,52.28,GBP,PlayStation Store,Online Banking,52.28,2025,12,December,4,Thursday
TXN0010917,CUST00081,CAT07,2026-03-09,9.79,GBP,The Times,Mobile App,9.79,2026,3,March,1,Monday
TXN0011720,CUST00407,CAT02,2025-09-06,98.51,GBP,Thames Water,ATM,98.51,2025,9,September,3,Saturday
TXN0007141,CUST00134,CAT05,2026-02-16,758.25,GBP,easyJet,Branch,758.25,2026,2,February,1,Monday
TXN0007191,CUST00263,CAT01,2025-01-12,69.39,GBP,Tesco,Mobile App,69.39,2025,1,January,1,Sunday
TXN0001461,CUST00337,CAT03,2025-02-24,34.54,GBP,Just Eat,Mobile App,34.54,2025,2,February,1,Monday
TXN0005990,CUST00421,CAT04,2026-05-11,50.25,GBP,Netflix,Mobile App,50.25,2026,5,May,2,Monday
TXN0009861,CUST00446,CAT08,2026-03-11,341.12,GBP,Amazon,ATM,341.12,2026,3,March,1,Wednesday
TXN0010949,CUST00077,CAT07,2025-12-06,15.01,GBP,The Times,ATM,15.01,2025,12,December,4,Saturday
TXN0002001,CUST00458,CAT05,2025-09-07,231.51,GBP,Airbnb,Card Payment,231.51,2025,9,September,3,Sunday
TXN0008176,CUST00101,CAT06,2025-05-11,30.24,GBP,National Rail,Mobile App,30.24,2025,5,May,2,Sunday
TXN0000405,CUST00044,CAT06,2025-08-21,33.36,GBP,National Rail,Mobile App,33.36,2025,8,August,3,Thursday
TXN0000385,CUST00436,CAT10,2025-08-15,368.86,GBP,Cash Withdrawal,Mobile App,368.86,2025,8,August,3,Friday
TXN0011674,CUST00060,CAT01,2026-05-05,109.13,GBP,Waitrose,Card Payment,109.13,2026,5,May,2,Tuesday
TXN0011726,CUST00314,CAT08,2026-04-05,170.09,GBP,John Lewis,Card Payment,170.09,2026,4,April,2,Sunday
TXN0010345,CUST00186,CAT04,2025-06-10,54.78,GBP,Spotify,Mobile App,54.78,2025,6,June,2,Tuesday
TXN0001634,CUST00324,CAT10,2025-09-24,398.75,GBP,Fee,Card Payment,398.75,2025,9,September,3,Wednesday
TXN0011810,CUST00218,CAT07,2026-03-07,9.74,GBP,Gym Membership,Mobile App,9.74,2026,3,March,1,Saturday
TXN0004785,CUST00444,CAT07,2025-06-27,23.78,GBP,Apple,Mobile App,23.78,2025,6,June,2,Friday
TXN0011687,CUST00039,CAT05,2026-04-26,75.27,GBP,Booking.com,ATM,75.27,2026,4,April,2,Sunday
TXN0006971,CUST00385,CAT01,2025-10-30,27.88,GBP,Tesco,Mobile App,27.88,2025,10,October,4,Thursday
TXN0003926,CUST00471,CAT05,2025-11-12,49.84,GBP,Trainline,Mobile App,49.84,2025,11,November,4,Wednesday
TXN0004159,CUST00455,CAT08,2025-06-06,383.48,GBP,Amazon,Branch,383.48,2025,6,June,2,Friday
TXN0007450,CUST00411,CAT03,2026-06-03,13.72,GBP,Costa Coffee,Card Payment,13.72,2026,6,June,2,Wednesday
TXN0008416,CUST00023,CAT07,2026-05-21,7.16,GBP,The Times,ATM,7.16,2026,5,May,2,Thursday
TXN0002194,CUST00069,CAT07,2025-10-28,30.22,GBP,Amazon Prime,Card Payment,30.22,2025,10,October,4,Tuesday
TXN0011329,CUST00205,CAT05,2025-04-09,674.43,GBP,Airbnb,ATM,674.43,2025,4,April,2,Wednesday
TXN0010017,CUST00280,CAT01,2025-11-15,5.8,GBP,Waitrose,Card Payment,5.8,2025,11,November,4,Saturday
TXN0001016,CUST00143,CAT10,2026-02-14,463.0,GBP,Misc,Mobile App,463.0,2026,2,February,1,Saturday
TXN0005125,CUST00341,CAT10,2026-05-23,456.84,GBP,Misc,Card Payment,456.84,2026,5,May,2,Saturday
TXN0007419,CUST00474,CAT07,2025-07-11,8.87,GBP,LinkedIn Premium,Online Banking,8.87,2025,7,July,3,Friday
TXN0007410,CUST00068,CAT06,2025-09-22,60.52,GBP,BP,Card Payment,60.52,2025,9,September,3,Monday
TXN0008990,CUST00147,CAT03,2025-11-23,49.08,GBP,Deliveroo,Mobile App,49.08,2025,11,November,4,Sunday
TXN0002872,CUST00350,CAT02,2026-06-22,238.22,GBP,Thames Water,Mobile App,238.22,2026,6,June,2,Monday
TXN0000010,CUST00304,CAT02,2025-02-14,185.78,GBP,EE,Online Banking,185.78,2025,2,February,1,Friday
TXN0010137,CUST00028,CAT03,2026-03-30,13.94,GBP,Costa Coffee,Mobile App,13.94,2026,3,March,1,Monday
TXN0001839,CUST00161,CAT02,2025-06-01,234.18,GBP,British Gas,Mobile App,234.18,2025,6,June,2,Sunday
TXN0004805,CUST00016,CAT09,2025-03-30,124.08,GBP,Superdrug,Branch,124.08,2025,3,March,1,Sunday
TXN0000256,CUST00345,CAT08,2025-06-07,227.15,GBP,John Lewis,Branch,227.15,2025,6,June,2,Saturday
TXN0007027,CUST00299,CAT06,2026-02-07,5.93,GBP,TfL,Branch,5.93,2026,2,February,1,Saturday
TXN0005714,CUST00404,CAT03,2025-12-16,75.93,GBP,Just Eat,Mobile App,75.93,2025,12,December,4,Tuesday
TXN0003325,CUST00127,CAT05,2025-10-27,632.11,GBP,Airbnb,Card Payment,632.11,2025,10,October,4,Monday
TXN0007715,CUST00058,CAT06,2025-02-21,9.09,GBP,TfL,Online Banking,9.09,2025,2,February,1,Friday
TXN0011149,CUST00438,CAT09,2026-01-04,130.05,GBP,Superdrug,ATM,130.05,2026,1,January,1,Sunday
TXN0000925,CUST00296,CAT09,2026-05-16,66.66,GBP,Superdrug,Mobile App,66.66,2026,5,May,2,Saturday
TXN0002780,CUST00001,CAT01,2026-02-03,29.06,GBP,Aldi,Online Banking,29.06,2026,2,February,1,Tuesday
TXN0010701,CUST00073,CAT07,2025-12-03,13.3,GBP,LinkedIn Premium,Online Banking,13.3,2025,12,December,4,Wednesday
TXN0005321,CUST00115,CAT02,2026-02-07,92.16,GBP,EDF Energy,Card Payment,92.16,2026,2,February,1,Saturday
TXN0007313,CUST00254,CAT10,2025-07-06,155.12,GBP,Misc,Mobile App,155.12,2025,7,July,3,Sunday
TXN0007103,CUST00344,CAT02,2026-04-15,240.99,GBP,Thames Water,Online Banking,240.99,2026,4,April,2,Wednesday
TXN0006043,CUST00493,CAT10,2025-04-25,216.63,GBP,Direct Debit,Mobile App,216.63,2025,4,April,2,Friday
TXN0003776,CUST00031,CAT03,2025-12-06,74.87,GBP,Pret A Manger,ATM,74.87,2025,12,December,4,Saturday
TXN0004836,CUST00447,CAT03,2025-01-02,11.56,GBP,Costa Coffee,Card Payment,11.56,2025,1,January,1,Thursday
TXN0004965,CUST00003,CAT06,2025-08-26,49.29,GBP,TfL,Card Payment,49.29,2025,8,August,3,Tuesday
TXN0010972,CUST00292,CAT06,2026-05-20,94.76,GBP,National Rail,Mobile App,94.76,2026,5,May,2,Wednesday
TXN0000540,CUST00045,CAT02,2025-03-14,58.42,GBP,British Gas,Mobile App,58.42,2025,3,March,1,Friday
TXN0007484,CUST00189,CAT09,2025-12-05,76.97,GBP,Boots,Card Payment,76.97,2025,12,December,4,Friday
TXN0002746,CUST00185,CAT07,2025-01-28,40.16,GBP,The Times,Card Payment,40.16,2025,1,January,1,Tuesday
TXN0003720,CUST00358,CAT05,2025-12-04,231.01,GBP,Booking.com,ATM,231.01,2025,12,December,4,Thursday
TXN0006820,CUST00288,CAT04,2025-08-26,44.04,GBP,PlayStation Store,Card Payment,44.04,2025,8,August,3,Tuesday
TXN0009338,CUST00164,CAT06,2025-05-11,97.65,GBP,BP,Mobile App,97.65,2025,5,May,2,Sunday
TXN0004469,CUST00011,CAT06,2025-02-21,95.03,GBP,Shell,Online Banking,95.03,2025,2,February,1,Friday
TXN0007576,CUST00008,CAT07,2026-06-21,12.59,GBP,The Times,Card Payment,12.59,2026,6,June,2,Sunday
TXN0011212,CUST00019,CAT05,2026-06-28,577.0,GBP,Booking.com,Mobile App,577.0,2026,6,June,2,Sunday
TXN0008550,CUST00016,CAT07,2026-04-05,9.31,GBP,Apple,Card Payment,9.31,2026,4,April,2,Sunday
TXN0005064,CUST00074,CAT10,2025-02-26,167.3,GBP,Misc,Mobile App,167.3,2025,2,February,1,Wednesday
TXN0011024,CUST00405,CAT10,2025-07-28,244.81,GBP,Bank Transfer,Online Banking,244.81,2025,7,July,3,Monday
TXN0010976,CUST00246,CAT01,2026-01-28,56.53,GBP,Sainsbury's,ATM,56.53,2026,1,January,1,Wednesday
TXN0001354,CUST00106,CAT09,2025-09-12,110.16,GBP,Boots,Card Payment,110.16,2025,9,September,3,Friday
TXN0007115,CUST00058,CAT05,2026-04-30,428.18,GBP,easyJet,Mobile App,428.18,2026,4,April,2,Thursday
TXN0002704,CUST00095,CAT03,2025-05-06,6.27,GBP,Deliveroo,Mobile App,6.27,2025,5,May,2,Tuesday
TXN0003331,CUST00075,CAT04,2025-05-12,39.13,GBP,Netflix,Online Banking,39.13,2025,5,May,2,Monday
TXN0008054,CUST00348,CAT04,2025-09-26,43.12,GBP,Spotify,Card Payment,43.12,2025,9,September,3,Friday
TXN0009589,CUST00393,CAT06,2026-03-15,36.85,GBP,TfL,Card Payment,36.85,2026,3,March,1,Sunday
TXN0003585,CUST00019,CAT04,2026-01-26,27.37,GBP,Spotify,Mobile App,27.37,2026,1,January,1,Monday
TXN0011666,CUST00206,CAT05,2026-01-02,303.61,GBP,British Airways,Mobile App,303.61,2026,1,January,1,Friday
TXN0005646,CUST00254,CAT07,2026-06-29,17.34,GBP,The Times,Mobile App,17.34,2026,6,June,2,Monday
TXN0003377,CUST00372,CAT03,2026-04-08,62.06,GBP,Just Eat,Online Banking,62.06,2026,4,April,2,Wednesday
TXN0001257,CUST00327,CAT09,2026-04-01,34.08,GBP,Bupa,Mobile App,34.08,2026,4,April,2,Wednesday
TXN0006191,CUST00459,CAT08,2026-04-25,282.0,GBP,Amazon,Mobile App,282.0,2026,4,April,2,Saturday
TXN0009443,CUST00360,CAT04,2025-02-20,18.06,GBP,Disney+,Mobile App,18.06,2025,2,February,1,Thursday
TXN0005349,CUST00380,CAT10,2025-05-31,227.72,GBP,Bank Transfer,Online Banking,227.72,2025,5,May,2,Saturday
TXN0011477,CUST00042,CAT10,2026-04-11,306.89,GBP,Bank Transfer,Card Payment,306.89,2026,4,April,2,Saturday
TXN0011126,CUST00071,CAT05,2025-01-04,586.3,GBP,Airbnb,Mobile App,586.3,2025,1,January,1,Saturday
TXN0004176,CUST00364,CAT05,2026-01-01,796.59,GBP,Booking.com,Mobile App,796.59,2026,1,January,1,Thursday
TXN0004911,CUST00314,CAT01,2026-04-25,106.72,GBP,Tesco,Mobile App,106.72,2026,4,April,2,Saturday
TXN0001853,CUST00166,CAT07,2025-02-12,43.76,GBP,Gym Membership,Card Payment,43.76,2025,2,February,1,Wednesday
TXN0006317,CUST00003,CAT01,2026-06-03,88.21,GBP,Aldi,Card Payment,88.21,2026,6,June,2,Wednesday
TXN0002106,CUST00313,CAT04,2025-10-11,22.42,GBP,Netflix,Card Payment,22.42,2025,10,October,4,Saturday
TXN0000134,CUST00025,CAT01,2026-04-27,43.83,GBP,ASDA,Online Banking,43.83,2026,4,April,2,Monday
TXN0005030,CUST00343,CAT03,2025-05-14,14.1,GBP,Deliveroo,Online Banking,14.1,2025,5,May,2,Wednesday
TXN0000929,CUST00023,CAT01,2026-03-12,77.85,GBP,Waitrose,ATM,77.85,2026,3,March,1,Thursday
TXN0000824,CUST00167,CAT09,2026-02-15,62.73,GBP,Boots,Card Payment,62.73,2026,2,February,1,Sunday
TXN0007577,CUST00033,CAT03,2025-06-17,48.56,GBP,Pret A Manger,Online Banking,48.56,2025,6,June,2,Tuesday
TXN0011633,CUST00088,CAT07,2025-09-07,37.21,GBP,LinkedIn Premium,Online Banking,37.21,2025,9,September,3,Sunday
TXN0001215,CUST00127,CAT09,2025-03-27,105.58,GBP,Superdrug,Mobile App,105.58,2025,3,March,1,Thursday
TXN0000505,CUST00430,CAT10,2025-07-01,343.94,GBP,Fee,Card Payment,343.94,2025,7,July,3,Tuesday
TXN0010189,CUST00133,CAT03,2026-02-06,17.79,GBP,Nando's,Mobile App,17.79,2026,2,February,1,Friday
TXN0006531,CUST00285,CAT07,2026-04-16,29.96,GBP,Apple,Card Payment,29.96,2026,4,April,2,Thursday
